HUC Code,HUC Name,Installed BMPs,Active BMPs,Installed Acres,Active Acres,Sediment Reduction (tons),Phosphorus Reduction (lbs.),Nitrogen Reduction (lbs.),Most Frequent BMP,x,y
051202010604,Buck Creek-Cicero Creek,2,2,134.9,134.9,201.123692749,270.348576558,540.201472214,Cover Crop,,
051202010605,Tobin Ditch-Cicero Creek,10,10,504.7,504.7,710.980584046,958.9575637,1916.13568391,Cover Crop,,
051202010606,Weasel Creek-Cicero Creek,2,2,1.2,1.2,3.58973602976,4.4982040756,8.99006481506,Early Successional Habitat Development/Management,,
051202010607,Teter Branch-Little Cicero Creek,2,2,0.7,0.7,10,10,19.9,Grade Stabilization Structure,,
051202010608,Little Cicero Creek,0,3,0,1.9160697888,57,57,113,N/a,,
051202010609,Hinkle Creek,1,2,0.6,6.6,7.17930283605,8.53707633396,17.066140942,Pollinator Habitat,,
051202010610,Morse Reservoir-Cicero Creek,0,4,0,0.157488980716,5.38143090619,4.62869241975,12.2634371344,N/a,,
051202010701,Dyers Creek-White River,9,10,394.1,394.2,546.618137267,716.409326366,1430.63928592,Cover Crop,,
051202010702,Headwaters Stony Creek,0,0,0,0,0,0,0,N/a,,
051202010703,William Lock Dtich-Stony Creek,3,3,64.7,64.7,94.3183196731,122.205718731,244.220686172,Cover Crop,,
051202010704,William Lehr Ditch-Stony Creek,0,2,0,0.77479338843,0,5.3,20,N/a,,
051202010705,Mallory Granger Ditch-White River,1,3,154.9,162.3,314.787351909,372.827178696,730.200465368,"Residue and Tillage Management, No-Till",,
051202010801,Honey Creek-Fall Creek,0,0,0,0,0,0,0,N/a,,
051202010802,Sly Fork,0,0,0,0,0,0,0,N/a,,
051202010804,Prairie Creek-Fall Creek,0,2,0,0.00264003673095,2,2,4,N/a,,
051202010806,Foster Branch,0,0,0,0,0,0,0,N/a,,
051202010901,Headwaters Mud Creek,0,0,0,0,0,0,0,N/a,,
051202011001,Cool Creek,5,13,345.426881543,351.171573921,119.617053213,182.283438104,1549.54897619,Conservation Cover,,
051202011101,Dixon Branch-Eagle Creek,0,0,0,0,0,0,0,N/a,,
051202011102,Mounts Run,0,1,0,1.69880624426,12,12,24,N/a,,
051202011103,Finley Creek-Eagle Creek,0,4,0,3.1,392.1,392.1,684.2,N/a,,
051202011104,Lion Creek-Little Eagle Branch,0,3,0,1.53213957759,69.5688584612,70.3315569648,140.059138579,N/a,,
071200010306,Fleugel Ditch-Dausman Ditch,6,6,356.6,356.6,470.243428778,535.347716606,1075.78090935,Cover Crop,,
071200010308,Dausman Ditch,0,0,0,0,0,0,0,N/a,,
071200010310,Stone Ditch-Yellow River,3,9,94.8,103.487465565,132.540932964,148.585528463,299.53733566,Cover Crop,,
071200010501,Town of Argos-Wolf Creek,0,0,0,0,0,0,0,N/a,,
071200010502,Dixon Lake-Yellow River,0,0,0,0,0,0,0,N/a,,
071200010503,Clifton Ditch-Yellow River,0,0,0,0,0,0,0,N/a,,
071200010504,Eagle Creek,0,0,0,0,0,0,0,N/a,,
071200010505,Bickle Ditch-Yellow River,0,4,0,110,48.0580957011,77.1663995114,156.121591064,N/a,,
071200010506,Cavanaugh Ditch-Yellow River,0,0,0,0,0,0,0,N/a,,
071200010601,Hook Run-Bogus Run,2,6,133,151.8,55.6577064511,81.8121404269,165.044477612,Cover Crop,,
071200010602,Cedar Lake Ditch-Craigmile Ditch,6,6,106.3,106.3,51.2867027653,77.0996118172,156.279010936,Early Successional Habitat Development/Management,,
071200010603,Craigmile Ditch-Kline Arm,3,3,39,39,17.1622912909,26.1022568431,52.7865347391,Forage and Biomass Planting,,
071200010604,Pine Creek-Bogus Run,0,4,0,68.9,28.966777508,44.4427959957,89.8934777586,N/a,,
071200010705,Laramore Ditch-Kankakee River,0,0,0,0,0,0,0,N/a,,
071200010802,Hanna Arm Tuesburg Ditch,0,1,0,1.4,2.87363246472,3.22943824137,6.4887840509,N/a,,
071200010805,Bessler Ditch-Pitner Ditch,2,6,8.7,10.7,79.635073217,113.08534818,226.21255588,Filter Strip,,
071200010806,Origer Ditch-Kankakee River,0,1,0,9.6,4.39249317972,6.6297629611,13.4051650089,N/a,,
071200010807,Rassmussen Ditch-Kankakee River,2,11,11.8,49.2,36.5983340586,52.9812256781,106.217889441,Conservation Cover,,
071200010808,Cook Ditch,6,7,13.5,15.8,104.567235712,148.156602961,293.441882447,Filter Strip,,
071200010809,Davis Ditch-Kankakee River,2,2,61.8,61.8,19.607739092,28.6586803949,57.8964776414,Cover Crop,,
071200010901,Headwaters Wolf Creek,3,3,4.9,4.9,3.28473741157,4.8217941074,9.67875860718,Early Successional Habitat Development/Management,,
071200010902,Hickam Lateral-Wolf Creek,6,6,11.8,11.8,6.88322280505,9.94480308713,20.0896476154,Early Successional Habitat Development/Management,,
071200010903,Delehanty Ditch-Hodge Ditch,1,1,4.6,4.6,2.44172909419,3.59468955141,7.26459379437,Field Border,,
071200010904,Cook Ditch-Hodge Ditch,0,0,0,0,0,0,0,N/a,,
071200011005,Reeves Ditch,0,0,0,0,0,0,0,N/a,,
071200011006,Hannon Ditch-Crooked Creek,0,0,0,0,0,0,0,N/a,,
071200011008,Ahlgrim Ditch,0,0,0,0,0,0,0,N/a,,
071200011009,Cornell Ditch-Phillips Ditch,0,21,0,22.6590909091,1050.47825459,1056.32372437,2111.60435517,N/a,,
071200011010,Cobb Creek-Kankakee River,9,9,192.3,192.3,696.378371193,702.341959212,1402.34179043,Cover Crop,,
071200011101,Dehaan Ditch,2,2,7.6,7.6,5.45783638525,7.57005609399,15.2790468558,Conservation Cover,,
071200011102,Wentworth Ditch-Knight Ditch,1,1,2.2,2.2,1.28057264687,1.85139846862,3.74008670403,Conservation Cover,,
071200011103,Brown Levee Ditch-Kankakee River,0,1,0,18.4,28.1136778807,39.5972000884,79.1072396169,N/a,,
071200011201,Gregory Ditch-Mud Lake Ditch,2,2,74.1,74.1,57.5098698973,71.6433735638,144.242346569,"Residue and Tillage Management, No-Till",,
071200011202,Mud Lake Ditch-Beaver Lake Ditch,0,0,0,0,0,0,0,N/a,,
071200011203,Lawler Ditch-Beaver Lake Ditch,12,17,514.3,1146.1,707.509914796,1011.58199906,2028.59840564,"Residue and Tillage Management, No-Till",,
071200011204,Williams Ditch,0,0,0,0,0,0,0,N/a,,
071200011205,Beaver Lake Ditch-Kankakee River,2,2,0.2,0.2,3.85470329878,3.46301844476,6.923587768,Watering Facility,,
071200011302,Fisher Pond- Stony Run,3,9,40,44.220087236,142.295823409,161.912113754,320.978010392,Conservation Cover,,
071200011303,Spring Run,0,0,0,0,0,0,0,N/a,,
071200011304,Greisel Ditch,0,0,0,0,0,0,0,N/a,,
071200011305,Bryant Ditch-Singleton Ditch,0,1,0,7.6,11.240198848,15.9350319164,31.8342624476,N/a,,
071200011306,Cedar Creek,0,0,0,0,0,0,0,N/a,,
071200011307,Brown Ditch,0,3,0,2.3,4.46763499313,5.99551398486,11.9798519697,N/a,,
071200011309,Klaasville-West Creek,1,1,3.8,3.8,6.12876188023,8.53915020518,17.0601500949,Conservation Cover,,
071200011310,West Creek,0,4,0,2.1120523416,23.2,23.2,47.3,N/a,,
071200011311,Bruce Ditch-Singleton Ditch,0,0,0,0,0,0,0,N/a,,
071200011312,Bull Creek-Singleton Ditch,0,0,0,0,0,0,0,N/a,,
071200011313,Singleton Ditch,0,0,0,0,0,0,0,N/a,,
071200011403,Mirror Lake-Kankakee River,0,0,0,0,0,0,0,N/a,,
071200020101,Ringneck Lake-Oliver Ditch,6,7,90.3,94.9,34.4666629486,51.1923674611,104.33022595,Conservation Cover,,
071200020102,Lateral No 77 Ditch-Oliver Ditch,0,1,0,1.6,0.969146340337,1.39023423593,2.80800023919,N/a,,
071200020103,Jungles Ditch-Oliver Ditch,4,23,30.1,66.4,36.0051633544,52.7375104049,106.567414361,Conservation Cover,,
071200020201,Keefe Ditch,12,12,904.2,904.2,446.799147005,612.790882173,1236.79689894,Cover Crop,,
071200020202,Jordan Ditch-Slough Creek,14,14,165.7,165.7,60.094967167,92.9454147887,186.291018397,Conservation Cover,,
071200020203,Nessius Ditch-Bice Ditch,8,12,686.6,703.1,314.168257745,436.802532307,881.320717394,Cover Crop,,
071200020204,Headwaters Carpenter Creek,10,11,275.1,275.4,294.082434559,382.65910751,765.742550356,Cover Crop,,
071200020205,Carpenter Creek,1,2,0.8,1.7,15.050146268,15.6215975057,31.8390739226,Early Successional Habitat Development/Management,,
071200020206,Bice Ditch-Slough Creek,9,11,186.4,189.4,63.0594031606,93.4554189649,188.731261136,Conservation Cover,,
071200020301,Headwaters Iroquois River,3,3,195,195,60.3937545881,89.0191820631,179.869196407,Cover Crop,,
071200020302,Iliff Slough Lateral-Ryan Ditch,2,3,6.3,6.8,4.31940036078,6.87851993167,12.7936394206,Early Successional Habitat Development/Management,,
071200020303,Dexter Ditch-Iroquois River,8,8,4.4,4.4,3.53641380164,4.12363117396,9.28591542355,Early Successional Habitat Development/Management,,
071200020304,Ryan Ditch,6,7,5,6.3,57.6549425686,58.3187629701,114.480960212,Grassed Waterway,,
071200020305,Moore Ditch-Iroquois River,0,3,0,7.13443526171,4,19.55,40.99,N/a,,
071200020401,Headwaters Curtis Creek,4,13,10.4,74.8,148.167370582,572.60791059,4111.97094827,Filter Strip,,
071200020402,Turner Ditch-Iroquois River,18,22,62.3,68.3,114.316707729,134.289724005,273.329418908,Grassed Waterway,,
071200020403,Hunter Ditch,34,35,1461.1,1462.4,782.997946627,1042.96189853,2101.61428439,Cover Crop,,
071200020404,Bower Ditch-Darroch Ditch,3,3,6.3,6.3,36,38,79,Filter Strip,,
071200020405,Hickory Branch-Iroquois River,21,22,135.5,135.520661157,72.6534802012,116.445317101,246.135282884,Filter Strip,,
071200020501,Clark Ditch-Thompson Ditch,3,3,14.6,14.6,12.4045187051,16.5588873465,33.2681997883,Filter Strip,,
071200020502,Whaley Ditch,0,1,0,25,17,26,52,N/a,,
071200020503,Strole Ditch-Iroquois River,7,7,10.5,10.5,8,14,28,Filter Strip,,
071200020504,Headwaters Montgomery Ditch,7,9,283.9,291.6,321.388162359,428.642493458,856.509055572,Filter Strip,,
071200020505,Kent Ditch-Montgomery Ditch,5,5,965.3,965.3,1047.99469319,1450.83756555,2898.73387315,Cover Crop,,
071200020506,Montomery Ditch,16,16,1064,1064,493.34708774,671.335806,1354.19139966,Cover Crop,,
071200020507,North Sheldon South Concord Ditch-Iroquois River,0,0,0,0,0,0,0,N/a,,
071200020508,Blackstone Branch-Iroquois River,0,0,0,0,0,0,0,N/a,,
071200020701,Upper Sugar Creek-Sugar Creek,2,2,59.9,59.9,69.8836022975,95.8017509085,191.415951076,Cover Crop,,
071200020702,Coon Creek-Mud Creek,9,12,1546.1,1549.83615702,1906.36236757,2558.21708774,5111.93575269,Cover Crop,,
071200020703,Kult Ditch-Mud Creek,5,6,332.9,335.5,370.770965159,513.9696754,1026.90789658,Cover Crop,,
071200020704,Cole Creek-Mud Creek,0,0,0,0,0,0,0,N/a,,
071200020705,Yeagers Curve-Sugar Creek,18,22,1414.8,1421.12139578,1865.77063949,2471.70509357,4938.09815566,Cover Crop,,
071200020706,Town of Stockland,0,0,0,0,0,0,0,N/a,,
071200020709,Possum Trot Ditch,0,0,0,0,0,0,0,N/a,,
071200020710,Coon Creek,1,1,155.2,155.2,159.647978438,224.339277837,448.200819304,Cover Crop,,
071200021301,Hanger Ditch-Beaver Creek,15,15,621.73,621.73,431.72951544,548.52974514,1103.79360898,"Residue and Tillage Management, No-Till",,
071200021302,Deardruff Ditch-Beaver Creek,3,3,277.5,277.5,179.148592292,230.822541872,465.059761179,"Residue and Tillage Management, No-Till",,
071200021303,Carlson Ditch-Beaver Creek,3,4,110.8,120.8,92.3038353705,116.46849539,235.370922539,"Residue and Tillage Management, No-Till",,
071200021304,Hooper Branch,0,0,0,0,0,0,0,N/a,,
071200021305,North Hooper-Beaver Creek,0,0,0,0,0,0,0,N/a,,
071200021306,Headwaters Little Beaver Creek,0,0,0,0,0,0,0,N/a,,
